lex,sent,Labels
solution,1622,85
0,1622,85
craves,1622,85
0,1622,85
democracy,1622,45
craves,1622,85
0,1623,85
0,1623,85
basks,1623,85
0,1623,85
control,1623,45
basks,1623,85
0,1624,85
0,1624,85
basks,1624,85
0,1624,85
0,1624,85
0,1624,85
0,1625,85
0,1625,85
desire,1625,85
0,1625,85
0,1625,85
0,1625,85
Wolfowitz,1626,85
passion,1626,85
demonstrated,1626,85
0,1626,85
for,1626,85
democracy,1626,45
0,1627,85
0,1627,85
brashness,1627,85
0,1627,85
informal,1627,85
brashness,1627,85
control,1628,45
0,1628,85
idiocy,1628,85
0,1628,85
0,1628,85
0,1628,85
control,1629,45
0,1629,85
keep,1629,85
0,1629,85
0,1629,85
0,1629,85
0,1630,85
0,1630,85
brim,1630,85
0,1630,85
with,1630,85
wealth,1630,45
0,1631,85
0,1631,85
greed,1631,85
0,1631,85
0,1631,85
0,1631,85
control,1632,45
problem,1632,85
ignores,1632,85
0,1632,85
0,1632,85
0,1632,85
this,1633,85
0,1633,85
deliberate,1633,85
0,1633,85
intentional,1633,85
deliberate,1633,85
0,1634,85
country,1634,85
protect,1634,85
0,1634,85
0,1634,85
0,1634,85
0,1635,85
0,1635,85
loon,1635,85
0,1635,85
pro-gun,1635,45
loon,1635,85
0,1636,85
0,1636,85
purpose,1636,85
0,1636,85
0,1636,85
0,1636,85
Guns,1637,47
purpose,1637,85
serve,1637,85
0,1637,85
0,1637,85
0,1637,85
gun,1638,47
purpose,1638,85
serve,1638,85
0,1638,85
0,1638,85
0,1638,85
0,1639,85
0,1639,85
Labels,1639,85
0,1639,85
0,1639,85
0,1639,85
wealth,1640,47
0,1640,85
servant,1640,85
0,1640,85
0,1640,85
0,1640,85
0,1641,85
0,1641,85
protection,1641,85
0,1641,85
0,1641,85
0,1641,85
0,1642,85
0,1642,85
growth,1642,85
0,1642,85
0,1642,85
0,1642,85
0,1643,85
0,1643,85
defender,1643,85
0,1643,85
0,1643,85
0,1643,85
control,1644,48
life,1644,85
saved,1644,85
0,1644,85
at,1644,85
Tech,1644,85
0,1645,85
0,1645,85
protected,1645,85
0,1645,85
by,1645,85
firearm,1645,48
control,1646,48
life,1646,85
saved,1646,85
0,1646,85
0,1646,85
0,1646,85
firearm,1647,48
0,1647,85
protected,1647,85
0,1647,85
0,1647,85
0,1647,85
0,1648,85
0,1648,85
protection,1648,85
0,1648,85
0,1648,85
0,1648,85
gun,1649,48
life,1649,85
save,1649,85
0,1649,85
0,1649,85
0,1649,85
0,1650,85
0,1650,85
Security,1650,85
0,1650,85
0,1650,85
0,1650,85
who,1651,85
gun,1651,48
want,1651,85
0,1651,85
0,1651,85
0,1651,85
0,1652,85
liberty,1652,48
protecting,1652,85
0,1652,85
0,1652,85
0,1652,85
nobody,1653,85
taxpayer,1653,48
defending,1653,85
0,1653,85
0,1653,85
0,1653,85
0,1654,85
0,1654,85
custodian,1654,85
0,1654,85
0,1654,85
0,1654,85
goal,1655,85
democracy,1655,48
saved,1655,85
0,1655,85
0,1655,85
0,1655,85
Freedom,1656,85
0,1656,85
ensured,1656,85
0,1656,85
by,1656,85
gun,1656,48
0,1657,85
0,1657,85
preservation,1657,85
0,1657,85
of,1657,85
democracy,1657,48
0,1658,85
0,1658,85
shield,1658,85
0,1658,85
0,1658,85
0,1658,85
Freedom,1659,85
0,1659,85
ensured,1659,85
0,1659,85
0,1659,85
0,1659,85
who,1660,85
gun,1660,48
protect,1660,85
0,1660,85
0,1660,85
0,1660,85
0,1661,85
0,1661,85
preservation,1661,85
0,1661,85
0,1661,85
0,1661,85
0,1662,85
0,1662,85
net,1662,85
0,1662,85
0,1662,85
0,1662,85
0,1663,85
0,1663,85
cushion,1663,85
0,1663,85
of,1663,85
democracy,1663,48
0,1664,85
gun,1664,48
Protect,1664,85
0,1664,85
0,1664,85
0,1664,85
0,1665,85
0,1665,85
short,1665,85
0,1665,85
0,1665,85
0,1665,85
Constitution,1666,85
liberty,1666,48
protects,1666,85
0,1666,85
0,1666,85
0,1666,85
0,1667,85
gun,1667,48
having,1667,85
0,1667,85
0,1667,85
0,1667,85
0,1668,85
0,1668,85
custodian,1668,85
0,1668,85
of,1668,85
democracy,1668,48
0,1669,85
0,1669,85
protection,1669,85
0,1669,85
0,1669,85
0,1669,85
0,1670,85
0,1670,85
protection,1670,85
0,1670,85
of,1670,85
right,1670,48
firearm,1671,48
0,1671,85
handgun,1671,85
0,1671,85
0,1671,85
0,1671,85
0,1672,85
0,1672,85
firearm,1672,48
0,1672,85
0,1672,85
0,1672,85
0,1673,85
0,1673,85
Guns,1673,48
0,1673,85
0,1673,85
0,1673,85
0,1674,85
0,1674,85
defender,1674,85
0,1674,85
best-known,1674,85
defender,1674,85
democracy,1675,48
0,1675,85
insurance,1675,85
0,1675,85
0,1675,85
0,1675,85
democracy,1676,48
0,1676,85
insurance,1676,85
0,1676,85
against,1676,85
dictator,1676,85
0,1677,85
0,1677,85
protection,1677,85
0,1677,85
of,1677,85
market,1677,48
0,1678,85
0,1678,85
firearm,1678,48
0,1678,85
0,1678,85
0,1678,85
0,1679,85
0,1679,85
shell,1679,85
0,1679,85
bureaucratic,1679,48
shell,1679,85
0,1680,85
0,1680,85
savior,1680,85
0,1680,85
0,1680,85
0,1680,85
taxpayer,1681,48
0,1681,85
protected,1681,85
0,1681,85
0,1681,85
0,1681,85
right,1682,48
0,1682,85
protected,1682,85
0,1682,85
0,1682,85
0,1682,85
0,1683,85
0,1683,85
gun,1683,48
0,1683,85
0,1683,85
0,1683,85
firearm,1684,48
0,1684,85
handgun,1684,85
0,1684,85
handy,1684,85
handgun,1684,85
0,1685,85
0,1685,85
shield,1685,85
0,1685,85
wealth,1685,48
shield,1685,85
0,1686,85
0,1686,85
net,1686,85
0,1686,85
of,1686,85
people,1686,48
0,1687,85
0,1687,85
savior,1687,85
0,1687,85
of,1687,85
poor,1687,48
0,1688,85
democracy,1688,48
protect,1688,85
0,1688,85
0,1688,85
0,1688,85
0,1689,85
democracy,1689,48
promote,1689,85
0,1689,85
0,1689,85
0,1689,85
parliament,1690,85
right,1690,48
protect,1690,85
0,1690,85
0,1690,85
0,1690,85
0,1691,85
0,1691,85
cushion,1691,85
0,1691,85
0,1691,85
0,1691,85
0,1692,85
whatever,1692,85
save,1692,85
0,1692,85
0,1692,85
0,1692,85
0,1693,85
0,1693,85
protection,1693,85
0,1693,85
service,1693,48
protection,1693,85
0,1694,85
taxpayer,1694,48
help,1694,85
0,1694,85
from,1694,85
failure,1694,85
program,1695,85
Democracy,1695,48
saved,1695,85
0,1695,85
0,1695,85
0,1695,85
0,1696,85
0,1696,85
protected,1696,85
0,1696,85
0,1696,85
0,1696,85
gun,1697,48
him,1697,85
save,1697,85
0,1697,85
0,1697,85
0,1697,85
0,1698,85
taxpayer,1698,48
help,1698,85
0,1698,85
0,1698,85
0,1698,85
0,1699,85
religion,1699,48
Acknowledging,1699,85
0,1699,85
0,1699,85
0,1699,85
firearm,1700,48
0,1700,85
protected,1700,85
0,1700,85
0,1700,85
0,1700,85
0,1701,85
religion,1701,48
Acknowledging,1701,85
0,1701,85
religion,1701,48
Acknowledging,1701,85
0,1702,85
0,1702,85
defender,1702,85
0,1702,85
of,1702,85
right,1702,48
it,1703,85
0,1703,85
taxation,1703,49
0,1703,85
On,1703,85
occasion,1703,85
0,1704,85
0,1704,85
form,1704,85
0,1704,85
of,1704,85
democracy,1704,49
it,1705,85
0,1705,85
taxation,1705,49
0,1705,85
0,1705,85
0,1705,85
0,1706,85
0,1706,85
form,1706,85
0,1706,85
of,1706,85
control,1706,49
Left,1707,85
government,1707,49
form,1707,85
0,1707,85
0,1707,85
0,1707,85
Left,1708,85
government,1708,49
form,1708,85
0,1708,85
At,1708,85
coalition,1708,85
0,1709,85
0,1709,85
escalation,1709,85
0,1709,85
high,1709,85
escalation,1709,85
0,1710,85
0,1710,85
form,1710,85
0,1710,85
0,1710,85
0,1710,85
0,1711,85
0,1711,85
form,1711,85
0,1711,85
0,1711,85
0,1711,85
0,1712,85
0,1712,85
form,1712,85
0,1712,85
of,1712,85
legislation,1712,49
0,1713,85
0,1713,85
shape,1713,85
0,1713,85
0,1713,85
0,1713,85
0,1714,85
0,1714,85
form,1714,85
0,1714,85
0,1714,85
0,1714,85
0,1715,85
0,1715,85
form,1715,85
0,1715,85
of,1715,85
control,1715,49
system,1716,85
democracy,1716,49
shape,1716,85
0,1716,85
0,1716,85
0,1716,85
system,1717,85
democracy,1717,49
shape,1717,85
0,1717,85
of,1717,85
state,1717,85
0,1718,85
0,1718,85
line,1718,85
0,1718,85
of,1718,85
income,1718,49
0,1719,85
0,1719,85
form,1719,85
0,1719,85
0,1719,85
0,1719,85
0,1720,85
0,1720,85
form,1720,85
0,1720,85
other,1720,85
form,1720,85
0,1721,85
code,1721,49
fit,1721,85
0,1721,85
on,1721,85
sheet,1721,85
0,1722,85
0,1722,85
form,1722,85
0,1722,85
0,1722,85
0,1722,85
Poverty,1723,49
0,1723,85
form,1723,85
0,1723,85
0,1723,85
0,1723,85
0,1724,85
0,1724,85
form,1724,85
0,1724,85
0,1724,85
0,1724,85
election,1725,49
0,1725,85
marked,1725,85
0,1725,85
0,1725,85
0,1725,85
0,1726,85
0,1726,85
form,1726,85
0,1726,85
representative,1726,85
form,1726,85
rule,1727,85
legislation,1727,49
shape,1727,85
0,1727,85
0,1727,85
0,1727,85
0,1728,85
0,1728,85
form,1728,85
0,1728,85
of,1728,85
democracy,1728,49
Poverty,1729,49
0,1729,85
form,1729,85
0,1729,85
worst,1729,85
form,1729,85
0,1730,85
0,1730,85
form,1730,85
0,1730,85
0,1730,85
0,1730,85
0,1731,85
0,1731,85
form,1731,85
0,1731,85
0,1731,85
0,1731,85
0,1732,85
0,1732,85
escalation,1732,85
0,1732,85
tariff,1732,49
escalation,1732,85
0,1733,85
0,1733,85
form,1733,85
0,1733,85
of,1733,85
poverty,1733,49
that,1734,85
government,1734,49
shape,1734,85
0,1734,85
0,1734,85
0,1734,85
rate,1735,49
ratio,1735,85
ensures,1735,85
0,1735,85
0,1735,85
0,1735,85
0,1736,85
0,1736,85
form,1736,85
0,1736,85
0,1736,85
0,1736,85
0,1737,85
0,1737,85
form,1737,85
0,1737,85
charming,1737,85
form,1737,85
0,1738,85
0,1738,85
form,1738,85
0,1738,85
0,1738,85
0,1738,85
Kyi,1739,85
prominence,1739,85
gained,1739,85
0,1739,85
in,1739,85
government,1739,49
0,1740,85
0,1740,85
form,1740,85
0,1740,85
many,1740,85
form,1740,85
Tax,1741,85
0,1741,85
form,1741,85
0,1741,85
such,1741,85
Services,1741,85
0,1742,85
0,1742,85
form,1742,85
0,1742,85
of,1742,85
government,1742,49
Tax,1743,85
0,1743,85
form,1743,85
0,1743,85
0,1743,85
0,1743,85
Tax,1744,85
0,1744,85
form,1744,85
0,1744,85
of,1744,85
taxation,1744,49
constitution,1745,49
Assembly,1745,85
formed,1745,85
0,1745,85
0,1745,85
0,1745,85
0,1746,85
0,1746,85
form,1746,85
0,1746,85
indigenous,1746,85
form,1746,85
LANC,1747,85
government,1747,49
form,1747,85
0,1747,85
0,1747,85
0,1747,85
0,1748,85
0,1748,85
form,1748,85
0,1748,85
0,1748,85
0,1748,85
0,1749,85
0,1749,85
form,1749,85
0,1749,85
of,1749,85
taxation,1749,49
who,1750,85
government,1750,49
formed,1750,85
0,1750,85
0,1750,85
0,1750,85
0,1751,85
government,1751,49
forming,1751,85
0,1751,85
0,1751,85
0,1751,85
0,1752,85
0,1752,85
form,1752,85
0,1752,85
0,1752,85
0,1752,85
0,1753,85
0,1753,85
form,1753,85
0,1753,85
of,1753,85
firearm,1753,49
0,1754,85
0,1754,85
line,1754,85
0,1754,85
0,1754,85
0,1754,85
0,1755,85
0,1755,85
form,1755,85
0,1755,85
0,1755,85
0,1755,85
Kyi,1756,85
prominence,1756,85
gained,1756,85
0,1756,85
a,1756,85
figure,1756,85
0,1757,85
0,1757,85
form,1757,85
0,1757,85
of,1757,85
tax,1757,49
0,1758,85
0,1758,85
form,1758,85
0,1758,85
0,1758,85
0,1758,85
0,1759,85
0,1759,85
form,1759,85
0,1759,85
of,1759,85
control,1759,49
0,1760,85
0,1760,85
form,1760,85
0,1760,85
0,1760,85
0,1760,85
0,1761,85
0,1761,85
form,1761,85
0,1761,85
most,1761,85
form,1761,85
Kyi,1762,85
prominence,1762,85
gained,1762,85
0,1762,85
0,1762,85
0,1762,85
Democracy,1763,49
0,1763,85
form,1763,85
0,1763,85
of,1763,85
government,1763,85
0,1764,85
0,1764,85
form,1764,85
0,1764,85
of,1764,85
rate,1764,49
government,1765,49
0,1765,85
formed,1765,85
0,1765,85
0,1765,85
0,1765,85
0,1766,85
0,1766,85
form,1766,85
0,1766,85
0,1766,85
0,1766,85
0,1767,85
0,1767,85
form,1767,85
0,1767,85
of,1767,85
taxation,1767,49
0,1768,85
0,1768,85
shape,1768,85
0,1768,85
of,1768,85
government,1768,49
0,1769,85
0,1769,85
form,1769,85
0,1769,85
of,1769,85
control,1769,49
Democracy,1770,49
0,1770,85
form,1770,85
0,1770,85
best,1770,85
form,1770,85
0,1771,85
0,1771,85
form,1771,85
0,1771,85
of,1771,85
control,1771,49
0,1772,85
0,1772,85
form,1772,85
0,1772,85
0,1772,85
0,1772,85
0,1773,85
0,1773,85
escalation,1773,85
0,1773,85
0,1773,85
0,1773,85
Democracy,1774,49
0,1774,85
form,1774,85
0,1774,85
of,1774,85
government,1774,85
0,1775,85
0,1775,85
form,1775,85
0,1775,85
0,1775,85
0,1775,85
0,1776,85
0,1776,85
firm,1776,85
0,1776,85
of,1776,85
control,1776,49
0,1777,85
0,1777,85
firm,1777,85
0,1777,85
0,1777,85
0,1777,85
it,1778,85
0,1778,85
taxation,1778,49
0,1778,85
iniquitous,1778,85
taxation,1778,49
Poverty,1779,49
0,1779,85
form,1779,85
0,1779,85
of,1779,85
violence,1779,85
0,1780,85
0,1780,85
form,1780,85
0,1780,85
various,1780,85
form,1780,85
form,1781,85
0,1781,85
democracy,1781,49
0,1781,85
0,1781,85
0,1781,85
Democracy,1782,49
0,1782,85
form,1782,85
0,1782,85
0,1782,85
0,1782,85
0,1783,85
law,1783,49
shape,1783,85
0,1783,85
0,1783,85
0,1783,85
0,1784,85
law,1784,49
shape,1784,85
0,1784,85
through,1784,85
initiative,1784,85
Democracy,1785,49
0,1785,85
form,1785,85
0,1785,85
0,1785,85
0,1785,85
0,1786,85
0,1786,85
tax,1786,85
0,1786,85
local,1786,85
tax,1786,85
0,1787,85
government,1787,50
baptize,1787,85
0,1787,85
0,1787,85
0,1787,85
gun,1788,50
0,1788,85
incarnation,1788,85
0,1788,85
next,1788,85
incarnation,1788,85
0,1789,85
0,1789,85
cult,1789,85
0,1789,85
gun,1789,50
cult,1789,85
0,1790,85
gun,1790,50
glorifying,1790,85
0,1790,85
0,1790,85
0,1790,85
0,1791,85
0,1791,85
religion,1791,85
0,1791,85
democracy,1791,50
religion,1791,85
0,1792,85
0,1792,85
regulation,1792,85
0,1792,85
0,1792,85
0,1792,85
0,1793,85
0,1793,85
worshipper,1793,85
0,1793,85
0,1793,85
0,1793,85
0,1794,85
0,1794,85
believer,1794,85
0,1794,85
anti,1794,85
believer,1794,85
0,1795,85
0,1795,85
Goddess,1795,85
0,1795,85
Thought,1795,85
Goddess,1795,85
0,1796,85
0,1796,85
zealot,1796,85
0,1796,85
gun,1796,50
zealot,1796,85
0,1797,85
0,1797,85
teaching,1797,85
0,1797,85
wealth,1797,50
teaching,1797,85
0,1798,85
0,1798,85
teaching,1798,85
0,1798,85
0,1798,85
0,1798,85
0,1799,85
0,1799,85
believer,1799,85
0,1799,85
0,1799,85
0,1799,85
government,1800,50
expertise,1800,85
value,1800,85
0,1800,85
0,1800,85
0,1800,85
we,1801,85
0,1801,85
understand,1801,85
0,1801,85
0,1801,85
0,1801,85
people,1802,85
gun,1802,50
idolize,1802,85
0,1802,85
0,1802,85
0,1802,85
gun,1803,50
0,1803,85
incarnation,1803,85
0,1803,85
of,1803,85
what,1803,85
0,1804,85
0,1804,85
idol,1804,85
0,1804,85
personal,1804,85
idol,1804,85
you,1805,85
gun,1805,50
idolize,1805,85
0,1805,85
0,1805,85
0,1805,85
0,1806,85
0,1806,85
idol,1806,85
0,1806,85
of,1806,85
wealth,1806,50
0,1807,85
0,1807,85
demigod,1807,85
0,1807,85
0,1807,85
0,1807,85
0,1808,85
0,1808,85
Goddess,1808,85
0,1808,85
of,1808,85
Democracy,1808,50
0,1809,85
0,1809,85
worship,1809,85
0,1809,85
of,1809,85
market,1809,50
0,1810,85
0,1810,85
religion,1810,85
0,1810,85
0,1810,85
0,1810,85
0,1811,85
0,1811,85
cult,1811,85
0,1811,85
0,1811,85
0,1811,85
0,1812,85
bureaucracy,1812,50
propitiate,1812,85
0,1812,85
0,1812,85
0,1812,85
gun,1813,50
0,1813,85
incarnation,1813,85
0,1813,85
0,1813,85
0,1813,85
0,1814,85
0,1814,85
demigod,1814,85
0,1814,85
of,1814,85
democracy,1814,50
0,1815,85
0,1815,85
worshipper,1815,85
0,1815,85
gun,1815,50
worshipper,1815,85
0,1816,85
0,1816,85
worship,1816,85
0,1816,85
0,1816,85
0,1816,85
0,1817,85
0,1817,85
blueprint,1817,85
0,1817,85
0,1817,85
0,1817,85
0,1818,85
0,1818,85
Goddess,1818,85
0,1818,85
0,1818,85
0,1818,85
0,1819,85
0,1819,85
worshipper,1819,85
0,1819,85
fellow,1819,85
worshipper,1819,85
0,1820,85
0,1820,85
zealot,1820,85
0,1820,85
anti,1820,85
zealot,1820,85
0,1821,85
0,1821,85
zealot,1821,85
0,1821,85
0,1821,85
0,1821,85
we,1822,85
0,1822,85
understand,1822,85
0,1822,85
a,1822,85
democracy,1822,50
I,1823,85
gun,1823,50
glorify,1823,85
0,1823,85
0,1823,85
0,1823,85
0,1824,85
0,1824,85
leader,1824,85
0,1824,85
0,1824,85
0,1824,85
control,1825,51
0,1825,85
lead,1825,85
0,1825,85
by,1825,85
professional,1825,85
0,1826,85
0,1826,85
leader,1826,85
0,1826,85
top,1826,85
leader,1826,85
0,1827,85
0,1827,85
Securities,1827,85
0,1827,85
0,1827,85
0,1827,85
Department,1828,85
0,1828,85
agency,1828,51
0,1828,85
on,1828,85
incident,1828,85
Senate,1829,51
House,1829,85
dominates,1829,85
0,1829,85
0,1829,85
0,1829,85
0,1830,85
0,1830,85
leader,1830,85
0,1830,85
0,1830,85
0,1830,85
0,1831,85
0,1831,85
people,1831,85
0,1831,85
gun,1831,51
people,1831,85
0,1832,85
0,1832,85
leader,1832,85
0,1832,85
money,1832,51
leader,1832,85
Republicans,1833,51
Congress,1833,85
controlled,1833,85
0,1833,85
0,1833,85
0,1833,85
0,1834,85
0,1834,85
Lead,1834,85
0,1834,85
From,1834,85
Debting,1834,51
0,1835,85
0,1835,85
tape,1835,85
0,1835,85
0,1835,85
0,1835,85
0,1836,85
0,1836,85
Lead,1836,85
0,1836,85
0,1836,85
0,1836,85
0,1837,85
0,1837,85
rule,1837,85
0,1837,85
money,1837,51
rule,1837,85
0,1838,85
0,1838,85
people,1838,85
0,1838,85
0,1838,85
0,1838,85
Department,1839,85
0,1839,85
agency,1839,51
0,1839,85
0,1839,85
0,1839,85
Department,1840,85
0,1840,85
agency,1840,51
0,1840,85
lead,1840,85
agency,1840,51
Tariff,1841,52
0,1841,85
hurt,1841,85
0,1841,85
0,1841,85
0,1841,85
tax,1842,52
poor,1842,85
hurt,1842,85
0,1842,85
poor,1842,85
hurt,1842,85
0,1843,85
0,1843,85
impact,1843,85
0,1843,85
0,1843,85
0,1843,85
Tariffs,1844,52
industry,1844,85
damage,1844,85
0,1844,85
0,1844,85
0,1844,85
reality,1845,85
0,1845,85
money,1845,85
0,1845,85
0,1845,85
0,1845,85
that,1846,85
taxation,1846,52
afford,1846,85
0,1846,85
for,1846,85
sake,1846,85
0,1847,85
0,1847,85
abuse,1847,85
0,1847,85
criminal,1847,85
abuse,1847,85
which,1848,85
firearm,1848,52
impact,1848,85
0,1848,85
0,1848,85
0,1848,85
0,1849,85
0,1849,85
beaten,1849,85
0,1849,85
0,1849,85
0,1849,85
control,1850,52
0,1850,85
sacrifice,1850,85
0,1850,85
0,1850,85
0,1850,85
tax,1851,52
lifestyle,1851,85
harm,1851,85
0,1851,85
0,1851,85
0,1851,85
0,1852,85
0,1852,85
assault,1852,85
0,1852,85
of,1852,85
democracy,1852,52
that,1853,85
taxation,1853,52
afford,1853,85
0,1853,85
0,1853,85
0,1853,85
They,1854,85
0,1854,85
crippled,1854,85
0,1854,85
0,1854,85
0,1854,85
0,1855,85
hand,1855,85
get,1855,85
0,1855,85
on,1855,85
firearm,1855,52
0,1856,85
0,1856,85
level,1856,85
0,1856,85
of,1856,85
taxation,1856,52
They,1857,85
0,1857,85
crippled,1857,85
0,1857,85
by,1857,85
democracy,1857,52
0,1858,85
0,1858,85
abuse,1858,85
0,1858,85
0,1858,85
0,1858,85
0,1859,85
0,1859,85
casualty,1859,85
0,1859,85
of,1859,85
right,1859,52
control,1860,52
0,1860,85
sacrifice,1860,85
0,1860,85
a,1860,85
life,1860,85
0,1861,85
tax,1861,52
crushing,1861,85
0,1861,85
0,1861,85
0,1861,85
0,1862,85
0,1862,85
abuse,1862,85
0,1862,85
0,1862,85
0,1862,85
poor,1863,52
0,1863,85
pain,1863,85
0,1863,85
0,1863,85
0,1863,85
0,1864,85
0,1864,85
level,1864,85
0,1864,85
0,1864,85
0,1864,85
0,1865,85
law,1865,52
breaking,1865,85
0,1865,85
0,1865,85
0,1865,85
reality,1866,85
0,1866,85
money,1866,85
0,1866,85
pinch,1866,85
money,1866,85
poverty,1867,52
u,1867,85
hit,1867,85
0,1867,85
0,1867,85
0,1867,85
poverty,1868,52
u,1868,85
hit,1868,85
0,1868,85
in,1868,85
face,1868,85
poverty,1869,52
u,1869,85
hit,1869,85
0,1869,85
In,1869,85
Penh,1869,85
0,1870,85
0,1870,85
casualty,1870,85
0,1870,85
0,1870,85
0,1870,85
poverty,1871,52
family,1871,85
strike,1871,85
0,1871,85
0,1871,85
0,1871,85
tax,1872,52
poor,1872,85
hurt,1872,85
0,1872,85
0,1872,85
0,1872,85
0,1873,85
owner,1873,52
harass,1873,85
0,1873,85
0,1873,85
0,1873,85
0,1874,85
0,1874,85
right,1874,85
0,1874,85
liberty,1874,52
right,1874,85
0,1875,85
0,1875,85
right,1875,85
0,1875,85
0,1875,85
0,1875,85
0,1876,85
hand,1876,85
get,1876,85
0,1876,85
0,1876,85
0,1876,85
0,1877,85
tape,1877,52
cutting,1877,85
0,1877,85
in,1877,85
Government,1877,85
0,1878,85
legality,1878,52
reject,1878,85
0,1878,85
at,1878,85
hand,1878,85
0,1879,85
tape,1879,52
cutting,1879,85
0,1879,85
0,1879,85
0,1879,85
0,1880,85
0,1880,85
sort,1880,85
0,1880,85
0,1880,85
0,1880,85
0,1881,85
0,1881,85
protection,1881,85
0,1881,85
0,1881,85
0,1881,85
0,1882,85
0,1882,85
squeezing,1882,85
0,1882,85
0,1882,85
0,1882,85
0,1883,85
0,1883,85
squeezing,1883,85
0,1883,85
of,1883,85
poor,1883,52
0,1884,85
0,1884,85
assault,1884,85
0,1884,85
0,1884,85
0,1884,85
0,1885,85
0,1885,85
Impact,1885,85
0,1885,85
of,1885,85
Laws,1885,52
0,1886,85
legality,1886,52
reject,1886,85
0,1886,85
0,1886,85
0,1886,85
0,1887,85
0,1887,85
abuse,1887,85
0,1887,85
of,1887,85
firearm,1887,52
0,1888,85
government,1888,52
restrain,1888,85
0,1888,85
0,1888,85
0,1888,85
government,1889,52
0,1889,85
liability,1889,85
0,1889,85
0,1889,85
0,1889,85
0,1890,85
0,1890,85
Impact,1890,85
0,1890,85
0,1890,85
0,1890,85
poverty,1891,52
0,1891,85
restraint,1891,85
0,1891,85
0,1891,85
0,1891,85
0,1892,85
right,1892,52
abuse,1892,85
0,1892,85
0,1892,85
0,1892,85
poverty,1893,52
0,1893,85
restraint,1893,85
0,1893,85
in,1893,85
which,1893,85
0,1894,85
0,1894,85
Impact,1894,85
0,1894,85
on,1894,85
Deaths,1894,85
0,1895,85
0,1895,85
sort,1895,85
0,1895,85
of,1895,85
taxation,1895,52
government,1896,52
0,1896,85
liability,1896,85
0,1896,85
Beyond,1896,85
that,1896,85
reality,1897,85
0,1897,85
money,1897,85
0,1897,85
much,1897,85
money,1897,85
0,1898,85
0,1898,85
beaten,1898,85
0,1898,85
by,1898,85
tax,1898,52
that,1899,85
0,1899,85
struggled,1899,85
0,1899,85
0,1899,85
0,1899,85
that,1900,85
0,1900,85
struggled,1900,85
0,1900,85
with,1900,85
poverty,1900,52
0,1901,85
0,1901,85
protection,1901,85
0,1901,85
of,1901,85
right,1901,52
0,1902,85
0,1902,85
Impact,1902,85
0,1902,85
by,1902,85
Mustard,1902,85
Gore,1903,85
vote,1903,53
received,1903,85
0,1903,85
0,1903,85
0,1903,85
0,1904,85
0,1904,85
possession,1904,85
0,1904,85
of,1904,85
wealth,1904,53
0,1905,85
0,1905,85
appetite,1905,85
0,1905,85
insatiable,1905,85
appetite,1905,85
0,1906,85
0,1906,85
fruit,1906,85
0,1906,85
low,1906,85
fruit,1906,85
0,1907,85
0,1907,85
consumption,1907,85
0,1907,85
0,1907,85
0,1907,85
0,1908,85
0,1908,85
appetite,1908,85
0,1908,85
0,1908,85
0,1908,85
democracy,1909,54
0,1909,85
taste,1909,85
0,1909,85
sweet,1909,85
taste,1909,85
0,1910,85
bureaucracy,1910,54
create,1910,85
0,1910,85
0,1910,85
0,1910,85
0,1911,85
0,1911,85
savor,1911,85
0,1911,85
0,1911,85
0,1911,85
democracy,1912,54
0,1912,85
bitter,1912,85
0,1912,85
0,1912,85
0,1912,85
government,1913,54
0,1913,85
saw,1913,85
0,1913,85
dependent,1913,85
saw,1913,85
0,1914,85
0,1914,85
nut,1914,85
0,1914,85
control,1914,54
nut,1914,85
0,1915,85
tax,1915,54
allow,1915,85
0,1915,85
0,1915,85
0,1915,85
0,1916,85
0,1916,85
Banquet,1916,85
0,1916,85
0,1916,85
0,1916,85
0,1917,85
0,1917,85
fruit,1917,85
0,1917,85
control,1917,54
fruit,1917,85
government,1918,54
0,1918,85
saw,1918,85
0,1918,85
0,1918,85
0,1918,85
who,1919,85
wealth,1919,54
swallow,1919,85
0,1919,85
0,1919,85
0,1919,85
0,1920,85
0,1920,85
savor,1920,85
0,1920,85
of,1920,85
democracy,1920,54
democracy,1921,54
0,1921,85
bitter,1921,85
0,1921,85
unlike,1921,85
cake,1921,85
democracy,1922,54
0,1922,85
taste,1922,85
0,1922,85
0,1922,85
0,1922,85
0,1923,85
0,1923,85
piece,1923,85
0,1923,85
0,1923,85
0,1923,85
government,1924,54
0,1924,85
saw,1924,85
0,1924,85
to,1924,85
it,1924,85
0,1925,85
0,1925,85
piece,1925,85
0,1925,85
of,1925,85
legislation,1925,54
0,1926,85
0,1926,85
wine,1926,85
0,1926,85
of,1926,85
wealth,1926,54
0,1927,85
0,1927,85
wine,1927,85
0,1927,85
of,1927,85
power,1927,85
0,1928,85
0,1928,85
wine,1928,85
0,1928,85
0,1928,85
0,1928,85
0,1929,85
0,1929,85
wine,1929,85
0,1929,85
of,1929,85
influence,1929,85
government,1930,54
.15,1930,85
gobble,1930,85
0,1930,85
0,1930,85
0,1930,85
0,1931,85
0,1931,85
consumption,1931,85
0,1931,85
of,1931,85
wealth,1931,54
0,1932,85
0,1932,85
instinct,1932,85
0,1932,85
0,1932,85
0,1932,85
0,1933,85
0,1933,85
loon,1933,85
0,1933,85
gun,1933,55
loon,1933,85
0,1934,85
0,1934,85
peck,1934,85
0,1934,85
0,1934,85
0,1934,85
