tref,subj,dobj,syn,verb,iobj,obl1,obl2,label
democracy1,0,0,[case  amod  nmod],form,0,of,democracy1,49
taxation1,it,0,[nmod  nsubj  cop  det  amod  compound  acl:relcl],taxation1,0,0,0,49
gun_control1,0,0,[det  nmod],form,0,of,gun_control1,49
government1,Left,government1,[nmod  nsubj  dobj],form,0,0,0,49
government1,Left,government1,[nmod  nsubj  dobj],form,0,At,coalition,49
tariffs1,0,0,[case  amod  amod  dep  cc  conj],escalation,0,high,escalation,49
tax_rates1,0,0,[case  det  nmod],form,0,0,0,49
taxation1,0,0,[case  det  nmod],form,0,0,0,49
legislation1,0,0,[case  det  nmod],form,0,of,legislation1,49
government1,0,0,[case  det  nmod],shape,0,0,0,49
government1,0,0,[case  det  nmod],form,0,0,0,49
gun_control1,0,0,[amod  nmod],form,0,of,gun_control1,49
democracy1,system,democracy1,[advmod  nsubj  dobj  nmod],shape,0,0,0,49
democracy1,system,democracy1,[advmod  nsubj  dobj  nmod],shape,0,of,state,49
income1,0,0,[det  nmod],line,0,of,income1,49
gun_control1,0,0,[det  nmod],form,0,0,0,49
direct_democracy1,0,0,[amod  nmod],form,0,other,form,49
code1,0,code1,[mark  dobj  nmod],fit,0,on,sheet,49
democracy1,0,0,[case  det  amod  nmod],form,0,0,0,49
Poverty1,Poverty1,0,[nsubj  cop  det  amod  nmod],form,0,0,0,49
gun_control1,0,0,[amod  nmod],form,0,0,0,49
elections1,elections1,0,[nsubjpass  aux  auxpass  nmod],marked,0,0,0,49
democracy1,0,0,[case  det  amod  nmod],form,0,representative,form,49
legislation1,rule,legislation1,[advmod  aux  nsubj  dobj],shape,0,0,0,49
direct_democracy1,0,0,[amod  nmod],form,0,of,direct_democracy1,49
Poverty1,Poverty1,0,[nsubj  cop  det  amod  nmod],form,0,worst,form,49
poverty1,0,0,[det  amod  amod  nmod],form,0,0,0,49
direct_democracy1,0,0,[amod  nmod],form,0,0,0,49
tariffs1,0,0,[case  amod  amod  dep  cc  conj],escalation,0,tariffs1,escalation,49
poverty1,0,0,[det  amod  amod  nmod],form,0,of,poverty1,49
government1,that,government1,[nsubj  dobj],shape,0,0,0,49
tax_rate1,tax_rate1,ratio,[nsubj  dobj],ensures,0,0,0,49
gun_control1,0,0,[det  nmod],form,0,0,0,49
democracy1,0,0,[dep  det  amod  nmod],form,0,charming,form,49
gun_control1,0,0,[det  nmod],form,0,0,0,49
government1,Kyi,prominence,[nsubj  dobj  nmod  nmod],gained,0,in,government1,49
poverty1,0,0,[det  amod  amod  nmod],form,0,many,form,49
taxation1,Tax,0,[nsubj  cop  det  nmod  nmod],form,0,such,Services,49
government1,0,0,[case  det  nmod],form,0,of,government1,49
taxation1,Tax,0,[nsubj  cop  det  nmod  nmod],form,0,0,0,49
taxation1,Tax,0,[nsubj  cop  det  nmod  nmod],form,0,of,taxation1,49
constitution1,constitution1,Assembly,[nsubj  dobj  cc  conj],formed,0,0,0,49
democracy1,0,0,[case  amod  nmod],form,0,indigenous,form,49
government1,LANC,government1,[nsubj  dobj  cc  conj],form,0,0,0,49
gun_control1,0,0,[case  amod  nmod],form,0,0,0,49
taxation1,0,0,[case  det  nmod],form,0,of,taxation1,49
Democratic_government1,who,Democratic_government1,[nsubj  dobj  nmod],formed,0,0,0,49
governments1,0,governments1,[case  dobj],forming,0,0,0,49
firearm1,0,0,[det  nmod],form,0,0,0,49
firearm1,0,0,[det  nmod],form,0,of,firearm1,49
income1,0,0,[det  nmod],line,0,0,0,49
government1,0,0,[det  amod  nmod],form,0,0,0,49
government1,Kyi,prominence,[nsubj  dobj  nmod  nmod],gained,0,a,figure,49
income_taxes1,0,0,[case  det  nmod],form,0,of,income_taxes1,49
income_taxes1,0,0,[case  det  nmod],form,0,0,0,49
gun_control1,0,0,[case  amod  nmod],form,0,of,gun_control1,49
taxation1,0,0,[case  det  nmod],form,0,0,0,49
gun_control1,0,0,[amod  nmod],form,0,most,form,49
government1,Kyi,prominence,[nsubj  dobj  nmod  nmod],gained,0,0,0,49
Democracy1,Democracy1,0,[nsubj  cop  neg  det  amod  nmod  advcl],form,0,of,government,49
tax_rates1,0,0,[case  det  nmod],form,0,of,tax_rates1,49
governments1,governments1,0,[mark  nsubjpass  auxpass  xcomp],formed,0,0,0,49
democracy1,0,0,[case  amod  nmod],form,0,0,0,49
taxation1,0,0,[case  det  nmod],form,0,of,taxation1,49
government1,0,0,[case  det  nmod],shape,0,of,government1,49
gun_control1,0,0,[det  nmod],form,0,of,gun_control1,49
Democracy1,Democracy1,0,[nsubj  cop  neg  det  amod  nmod  advcl],form,0,best,form,49
gun_control1,0,0,[det  nmod],form,0,of,gun_control1,49
legislation1,0,0,[case  det  nmod],form,0,0,0,49
tariffs1,0,0,[case  amod  amod  dep  cc  conj],escalation,0,0,0,49
Democracy1,Democracy1,0,[nsubj  cop  det  nmod  acl:relcl],form,0,of,government,49
democracy1,0,0,[dep  det  amod  nmod],form,0,0,0,49
gun_control1,0,0,[det  nmod],firm,0,of,gun_control1,49
gun_control1,0,0,[det  nmod],firm,0,0,0,49
taxation1,it,0,[nmod  nsubj  cop  det  amod  compound  acl:relcl],taxation1,0,iniquitous,taxation1,49
Poverty1,Poverty1,0,[nsubj  cop  det  amod  nmod],form,0,of,violence,49
gun_control1,0,0,[case  amod  nmod],form,0,various,form,49
democracy1,form,0,[mark  nsubj  cop  ccomp],democracy1,0,0,0,49
Democracy1,Democracy1,0,[nsubj  cop  det  nmod  acl:relcl],form,0,0,0,49
law1,0,law1,[mark  dobj  nmod],shape,0,0,0,49
law1,0,law1,[mark  dobj  nmod],shape,0,through,initiative,49
Democracy1,Democracy1,0,[nsubj  cop  neg  det  amod  nmod  advcl],form,0,0,0,49
sales_taxes1,0,0,[case  det  amod  case  compound],tax,0,local,tax,49
government1,0,government1,[mark  dobj],baptize,0,0,0,50
gun1,gun1,0,[mark  nsubj  cop  advmod  det  amod  nmod],incarnation,0,next,incarnation,50
gun1,0,0,[det  amod  cc  conj],cult,0,gun1,cult,50
guns1,0,guns1,[mark  dobj  advmod],glorifying,0,0,0,50
democracy1,0,0,[case  nmod:poss  amod],religion,0,democracy1,religion,50
taxation1,0,0,[compound  cc  conj],regulation,0,0,0,50
gun1,0,0,[case  nmod:poss  amod  amod],worshipper,0,0,0,50
gun1,0,0,[det  amod  amod],believer,0,anti,believer,50
Democracy1,0,0,[compound  amod  nmod],Goddess,0,Thought,Goddess,50
gun1,0,0,[det  amod  amod],zealot,0,gun1,zealot,50
wealth1,0,0,[case  amod],teaching,0,wealth1,teaching,50
wealth1,0,0,[case  amod],teaching,0,0,0,50
gun1,0,0,[det  amod  amod],believer,0,0,0,50
democratic_government1,democratic_government1,expertise,[nsubj  dobj  advcl],value,0,0,0,50
democracy1,we,0,[mark  nsubj  nmod  ccomp],understand,0,0,0,50
gun1,people,gun1,[case  mark  advmod  nsubj  dobj  advcl],idolize,0,0,0,50
gun1,gun1,0,[mark  nsubj  cop  advmod  det  amod  nmod],incarnation,0,of,what,50
wealth1,0,0,[case  det  amod  nmod],idol,0,personal,idol,50
gun1,you,gun1,[mark  nsubj  dobj  cc  conj],idolize,0,0,0,50
wealth1,0,0,[case  det  amod  nmod],idol,0,of,wealth1,50
democracy1,0,0,[det  nmod],demigod,0,0,0,50
Democracy1,0,0,[compound  amod  nmod],Goddess,0,of,Democracy1,50
free_market1,0,0,[case  nmod:poss  nmod],worship,0,of,free_market1,50
democracy1,0,0,[case  nmod:poss  amod],religion,0,0,0,50
gun1,0,0,[det  amod  cc  conj],cult,0,0,0,50
bureaucracy1,0,bureaucracy1,[mark  dobj],propitiate,0,0,0,50
gun1,gun1,0,[mark  nsubj  cop  advmod  det  amod  nmod],incarnation,0,0,0,50
democracy1,0,0,[det  nmod],demigod,0,of,democracy1,50
gun1,0,0,[case  nmod:poss  amod  amod],worshipper,0,gun1,worshipper,50
free_market1,0,0,[case  nmod:poss  nmod],worship,0,0,0,50
government1,0,0,[neg  amod  dep],blueprint,0,0,0,50
Democracy1,0,0,[compound  amod  nmod],Goddess,0,0,0,50
gun1,0,0,[case  nmod:poss  amod  amod],worshipper,0,fellow,worshipper,50
gun1,0,0,[det  amod  amod],zealot,0,anti,zealot,50
gun1,0,0,[det  amod  amod],zealot,0,0,0,50
democracy1,we,0,[mark  nsubj  nmod  ccomp],understand,0,a,democracy1,50
guns1,I,guns1,[nsubj  aux  neg  dobj  nmod],glorify,0,0,0,50
gun_control1,0,0,[det  amod],leader,0,0,0,51
Gun_control1,Gun_control1,0,[nsubj  cop  nmod],lead,0,by,professional,51
money1,0,0,[det  amod  nummod  amod],leader,0,top,leader,51
government_agency1,0,0,[compound  cc  conj  dep],Securities,0,0,0,51
government_agency1,Department,0,[advcl  nsubj  cop  neg  det  amod  nmod  cc  conj],government_agency1,0,on,incident,51
Senate1,Senate1,House,[nsubj  dobj],dominates,0,0,0,51
money1,0,0,[det  amod  nummod  amod],leader,0,0,0,51
guns1,0,0,[amod  compound],people,0,guns1,people,51
money1,0,0,[det  amod  nummod  amod],leader,0,money1,leader,51
Republicans1,Republicans1,Congress,[nsubj  dobj],controlled,0,0,0,51
Debting1,0,0,[det  nmod:npmod  nmod],Lead,0,From,Debting1,51
bureaucracy1,0,0,[amod  cc  conj],tape,0,0,0,51
Debting1,0,0,[det  nmod:npmod  nmod],Lead,0,0,0,51
money1,0,0,[amod],rule,0,money1,rule,51
guns1,0,0,[amod  compound],people,0,0,0,51
government_agency1,Department,0,[advcl  nsubj  cop  neg  det  amod  nmod  cc  conj],government_agency1,0,0,0,51
government_agency1,Department,0,[advcl  nsubj  cop  neg  det  amod  nmod  cc  conj],government_agency1,0,lead,government_agency1,51
Tariff1,Tariff1,0,[nsubj  dep  xcomp],hurt,0,0,0,52
Sales_tax1,Sales_tax1,poor,[nsubj  advmod  dobj],hurt,0,poor,hurt,52
guns1,0,0,[case  det  nmod],impact,0,0,0,52
Tariffs1,Tariffs1,industry,[nsubj  aux  dobj],damage,0,0,0,52
tax1,reality,0,[advcl  nsubj  cop  det  amod  amod  amod],money,0,0,0,52
taxation1,that,taxation1,[nsubj  aux  advmod  dobj  nmod],afford,0,for,sake,52
firearm1,0,0,[case  amod  nmod],abuse,0,criminal,abuse,52
firearms1,which,firearms1,[nsubj  dobj],impact,0,0,0,52
taxes1,0,0,[auxpass  nmod],beaten,0,0,0,52
Gun_control1,Gun_control1,0,[nsubj  aux  nmod  advcl],sacrifice,0,0,0,52
taxes1,taxes1,lifestyle,[advmod  nsubj  aux  neg  dobj],harm,0,0,0,52
democracy1,0,0,[det  nmod],assault,0,of,democracy1,52
taxation1,that,taxation1,[nsubj  aux  advmod  dobj  nmod],afford,0,0,0,52
democracy1,They,0,[nsubjpass  auxpass  advmod  nmod  ccomp],crippled,0,0,0,52
firearms1,0,hand,[mark  dobj  nmod],get,0,on,firearms1,52
taxation1,0,0,[det  nmod],level,0,of,taxation1,52
democracy1,They,0,[nsubjpass  auxpass  advmod  nmod  ccomp],crippled,0,by,democracy1,52
human_right1,0,0,[case  nmod:poss],abuse,0,0,0,52
gun_rights1,0,0,[case  nmod],casualty,0,of,gun_rights1,52
Gun_control1,Gun_control1,0,[nsubj  aux  nmod  advcl],sacrifice,0,a,life,52
taxes1,0,taxes1,[dobj],crushing,0,0,0,52
firearm1,0,0,[case  amod  nmod],abuse,0,0,0,52
being_poor1,being_poor1,0,[advcl  nsubj  cop  det  nmod],pain,0,0,0,52
taxation1,0,0,[det  nmod],level,0,0,0,52
gun_laws1,0,gun_laws1,[mark  dobj  advcl],breaking,0,0,0,52
tax1,reality,0,[advcl  nsubj  cop  det  amod  amod  amod],money,0,pinch,money,52
poverty1,poverty1,u,[nmod  nsubj  dobj  nmod  cc  conj],hit,0,0,0,52
poverty1,poverty1,u,[nmod  nsubj  dobj  nmod  cc  conj],hit,0,in,face,52
poverty1,poverty1,u,[nmod  nsubj  dobj  nmod  cc  conj],hit,0,In,Penh,52
gun_rights1,0,0,[case  nmod],casualty,0,0,0,52
poverty1,poverty1,family,[advmod  nsubj  dobj],strike,0,0,0,52
Sales_tax1,Sales_tax1,poor,[nsubj  advmod  dobj],hurt,0,0,0,52
gun_owners1,0,gun_owners1,[mark  cc  conj  dobj],harass,0,0,0,52
civil_liberties1,0,0,[case  amod],right,0,civil_liberties1,right,52
civil_liberties1,0,0,[case  amod],right,0,0,0,52
firearms1,0,hand,[mark  dobj  nmod],get,0,0,0,52
red_tape1,0,red_tape1,[mark  dobj  nmod],cutting,0,in,Government,52
legality1,0,legality1,[mark  dobj  nmod],reject,0,at,hand,52
red_tape1,0,red_tape1,[mark  dobj  nmod],cutting,0,0,0,52
taxation1,0,0,[det  nmod],sort,0,0,0,52
human_rights1,0,0,[amod  nmod],protection,0,0,0,52
the_poor1,0,0,[case  det  nmod],squeezing,0,0,0,52
the_poor1,0,0,[case  det  nmod],squeezing,0,of,the_poor1,52
democracy1,0,0,[det  nmod],assault,0,0,0,52
Gun_Laws1,0,0,[det  nmod  nmod  nmod],Impact,0,of,Gun_Laws1,52
legality1,0,legality1,[mark  dobj  nmod],reject,0,0,0,52
firearm1,0,0,[case  amod  nmod],abuse,0,of,firearm1,52
governments1,0,governments1,[mark  dobj  conj  cc  conj],restrain,0,0,0,52
government1,government1,0,[nmod  nsubj  cop  det  dep],liability,0,0,0,52
Gun_Laws1,0,0,[det  nmod  nmod  nmod],Impact,0,0,0,52
poverty1,poverty1,0,[nmod  nsubj  cop  det  acl],restraint,0,0,0,52
gun_rights1,0,gun_rights1,[mark  dobj  cc  conj],abuse,0,0,0,52
poverty1,poverty1,0,[nmod  nsubj  cop  det  acl],restraint,0,in,which,52
Gun_Laws1,0,0,[det  nmod  nmod  nmod],Impact,0,on,Deaths,52
taxation1,0,0,[det  nmod],sort,0,of,taxation1,52
government1,government1,0,[nmod  nsubj  cop  det  dep],liability,0,Beyond,that,52
tax1,reality,0,[advcl  nsubj  cop  det  amod  amod  amod],money,0,much,money,52
taxes1,0,0,[auxpass  nmod],beaten,0,by,taxes1,52
poverty1,that,0,[nsubj  aux  advmod  nmod],struggled,0,0,0,52
poverty1,that,0,[nsubj  aux  advmod  nmod],struggled,0,with,poverty1,52
human_rights1,0,0,[amod  nmod],protection,0,of,human_rights1,52
Gun_Laws1,0,0,[det  nmod  nmod  nmod],Impact,0,by,Mustard,52
votes1,Gore,votes1,[advmod  nsubj  dobj],received,0,0,0,53
wealth1,0,0,[case  det  nmod],possession,0,of,wealth1,53
government1,0,0,[case  det  amod  nmod],appetite,0,insatiable,appetite,54
gun_control1,0,0,[case  det  amod  compound  amod],fruit,0,low,fruit,54
wealth1,0,0,[case  det  nmod],consumption,0,0,0,54
government1,0,0,[case  det  amod  nmod],appetite,0,0,0,54
democracy1,democracy1,0,[advcl  nsubj  xcomp],taste,0,sweet,taste,54
bureaucracy1,0,bureaucracy1,[neg  dobj],create,0,0,0,54
democracy1,0,0,[det  nmod],savor,0,0,0,54
democracy1,democracy1,0,[cc  nmod  nsubj  cop],bitter,0,0,0,54
government1,government1,0,[nsubj  nmod  ccomp],saw,0,dependent,saw,54
gun_control1,0,0,[case  amod],nut,0,gun_control1,nut,54
estate_tax1,0,estate_tax1,[mark  dobj  xcomp],allow,0,0,0,54
Beggars1,0,0,[compound],Banquet,0,0,0,54
gun_control1,0,0,[case  det  amod  compound  amod],fruit,0,gun_control1,fruit,54
government1,government1,0,[nsubj  nmod  ccomp],saw,0,0,0,54
wealth1,who,wealth1,[nsubj  compound:prt  dobj],swallow,0,0,0,54
democracy1,0,0,[det  nmod],savor,0,of,democracy1,54
democracy1,democracy1,0,[cc  nmod  nsubj  cop],bitter,0,unlike,cake,54
democracy1,democracy1,0,[advcl  nsubj  xcomp],taste,0,0,0,54
legislation1,0,0,[det  nmod],piece,0,0,0,54
government1,government1,0,[nsubj  nmod  ccomp],saw,0,to,it,54
legislation1,0,0,[det  nmod],piece,0,of,legislation1,54
wealth1,0,0,[case  det  nmod  appos  det  nmod  appos  det  nmod],wine,0,of,wealth1,54
wealth1,0,0,[case  det  nmod  appos  det  nmod  appos  det  nmod],wine,0,of,power,54
wealth1,0,0,[case  det  nmod  appos  det  nmod  appos  det  nmod],wine,0,0,0,54
wealth1,0,0,[case  det  nmod  appos  det  nmod  appos  det  nmod],wine,0,of,influence,54
government1,government1,0.15,[mark  nsubj  compound:prt  dobj],gobble,0,0,0,54
wealth1,0,0,[case  det  nmod],consumption,0,of,wealth1,54
the_poor1,0,0,[det  amod  nmod  det  amod  nmod],instinct,0,0,0,55
gun1,0,0,[amod  dep],loon,0,gun1,loon,55
democracy1,0,0,[advmod  nummod],peck,0,0,0,55
gun1,0,0,[amod  dep],loon,0,0,0,55
taxpayer1,0,0,[aux  cop  det  amod  compound  nmod  nmod],dog,0,taxpayer1,dog,55
Taxpayers1,Taxpayers1,0,[nsubjpass  aux  auxpass  nmod  conj  cc  conj],herded,0,0,0,55
government1,0,0,[det  amod  dep  nmod],claw,0,boorish,claw,55
bureaucracy1,0,0,[case  det  amod  nmod],talon,0,cold,talon,55
guns1,guns1,0,[case  dep  nsubjpass  auxpass  compound:prt],rounded,0,many,rounded,55
guns1,guns1,0,[case  dep  nsubjpass  auxpass  compound:prt],rounded,0,0,0,55
bureaucracy1,0,0,[det  nmod],tentacle,0,0,0,55
Poverty1,Poverty1,0,[nsubj  ccomp],engenders,0,0,0,55
bureaucracy1,0,0,[case  det  amod  nmod],talon,0,of,bureaucracy1,55
poverty1,Globalisation,million,[nsubj  aux  dobj  nmod],freeing,0,0,0,55
gun_owners1,0,gun_owners1,[compound:prt  dobj],rounding,0,0,0,55
Democracy1,0,0,[case  nmod:poss  amod  nmod],claw,0,filthy,claw,55
government1,0,0,[det  amod  dep  nmod],claw,0,0,0,55
lawmakers1,0,0,[nmod],mauled,0,by,lawmakers1,55
gun_control1,0,0,[case  det  amod  nmod],teat,0,of,gun_control1,55
gun_rights1,0,gun_rights1,[mark  dobj  compound:prt  nmod],breed,0,0,0,55
taxpayer1,0,0,[aux  cop  det  amod  compound  nmod  nmod],dog,0,0,0,55
guns1,guns1,0,[mark  nsubj  cop],trackable,0,0,0,55
politics1,money,0,[advcl  nsubj  cop  nmod:poss  nmod],milk,0,'s,mother,55
bureaucracy1,0,bureaucracy1,[mark  dobj],taming,0,0,0,55
gun_control1,picking,0,[nsubj  cop  neg  det  amod  nmod],trick,0,new,trick,55
anti-gun1,0,0,[det  amod],loon,0,0,0,55
governments1,0,0,[case  det  nmod],head,0,of,governments1,55
the_poor1,0,0,[det  amod  nmod  det  amod  nmod],instinct,0,of,Foulon,55
the_poor1,0,0,[det  amod  nmod  det  amod  nmod],instinct,0,good,instinct,55
democracy1,0,0,[det  nmod],watchdog,0,of,democracy1,55
gun_control1,NRA,0,[nsubj  cop  det  amod  nmod],gorilla,0,0,0,55
gun_control1,NRA,0,[nsubj  cop  det  amod  nmod],gorilla,0,of,gun_control1,55
gun_control1,NRA,0,[nsubj  cop  det  amod  nmod],gorilla,0,big,gorilla,55
anti-gun1,0,0,[det  amod],loon,0,anti-gun1,loon,55
bureaucracy1,0,0,[case  det  amod  nmod],fang,0,of,bureaucracy1,55
wealth1,0,0,[case  det  nmod],carapace,0,of,wealth1,55
wealth1,0,0,[case  det  nmod],carapace,0,0,0,55
democracy1,democracy1,way,[advmod  mark  nsubj  dobj  nmod],claw,0,into,kingdom,55
bureaucracy1,0,0,[case  det  amod  nmod],fang,0,impending,fang,55
bureaucracy1,0,0,[case  det  amod  nmod],talon,0,0,0,55
bureaucracy1,0,0,[det  nmod],tentacle,0,of,bureaucracy1,55
gun-control1,0,0,[case  amod],lie,0,gun-control1,lie,55
Democracy1,0,0,[case  nmod:poss  amod  nmod],claw,0,of,Democracy1,55
poverty1,0,0,[amod],tiger,0,poverty1,tiger,55
taxation1,it,0,[nsubj  cop  det  compound  nmod],Horse,0,of,taxation1,55
taxation1,it,0,[nsubj  cop  det  compound  nmod],Horse,0,0,0,55
government1,government1,0,[advmod  nsubj  nmod  ccomp],bark,0,0,0,55
Taxpayers1,Taxpayers1,0,[nsubjpass  aux  auxpass  nmod  conj  cc  conj],herded,0,into,niche,55
taxpayer1,0,0,[aux  cop  det  amod  compound  nmod  nmod],dog,0,for,year,55
politics1,money,0,[advcl  nsubj  cop  nmod:poss  nmod],milk,0,0,0,55
gun_control1,0,0,[case  det  amod  nmod],teat,0,0,0,55
democracy1,0,0,[case  case  det  amod  nmod],prey,0,of,democracy1,55
democracy1,0,0,[det  nmod],watchdog,0,0,0,55
democracy1,0,0,[det  amod  nmod],concieved,0,0,0,55
gun_rights1,0,gun_rights1,[mark  dobj  compound:prt  nmod],breed,0,of,u,55
taxpayer1,0,0,[aux  cop  det  amod  compound  nmod  nmod],dog,0,in,Illinois,55
poverty1,0,0,[amod],tiger,0,0,0,55
government1,0,government1,[mark  dobj],tame,0,0,0,55
democracy1,0,0,[case  case  det  amod  nmod],prey,0,natural,prey,55
democracy1,democracy1,way,[advmod  mark  nsubj  dobj  nmod],claw,0,0,0,55
lawmakers1,0,0,[nmod],mauled,0,0,0,55
poverty1,Globalisation,million,[nsubj  aux  dobj  nmod],freeing,0,from,poverty1-claws,55
gun1,0,0,[det  amod],banner,0,gun1,banner,55
gun1,0,0,[det  amod],banner,0,0,0,55
chose1,they,space,[dep  advcl  nsubj  aux  dobj  advmod],move,0,0,0,55
democracy1,0,0,[det  amod  nmod],concieved,0,democracy1,concieved,55
the_poor1,0,0,[det  amod  nmod  det  amod  nmod],instinct,0,of,the_poor1,55
poverty1,0,0,[amod],migration,0,0,0,55
government1,0,0,[case  det  amod  nmod],burden,0,0,0,56
tax1,0,0,[nmod:poss  amod],burden,0,'s,Carolina,56
people1,lubricant,people1,[nsubj  dobj  cc  conj],burden,0,0,0,56
income_tax1,0,0,[det  amod  nmod],burden,0,income_tax1,burden,56
tax1,0,0,[nmod:poss  amod],burden,0,tax1,burden,56
debt1,0,0,[nmod:poss  amod],load,0,0,0,56
tax1,0,0,[det  amod  amod  acl:relcl  nmod],burden,0,additional,burden,56
governments1,governments1,0,[mark  nsubj  aux  neg  xcomp],afford,0,0,0,56
code1,family,0,[advmod  advcl  nsubjpass  aux  auxpass  nmod],burdened,0,by,code1,56
property_tax1,0,0,[det  amod],burden,0,0,0,56
tax1,0,0,[case  det  amod],burden,0,0,0,56
property_tax1,0,0,[det  amod  compound  compound  amod  nmod],burden,0,for,2008,56
income_tax1,0,0,[det  amod  nmod],burden,0,on,%,56
property_tax1,0,0,[det  amod  compound  compound  amod  nmod],burden,0,property_tax1,burden,56
Tax1,0,0,[det  amod],load,0,0,0,56
being_poor1,0,0,[det  nmod],burden,0,0,0,56
being_poor1,0,0,[det  nmod],burden,0,of,being_poor1,56
regulation1,0,0,[det  nmod],burden,0,of,regulation1,56
property_tax1,0,0,[case  det  amod],burden,0,property_tax1,burden,56
tax1,0,0,[nmod:poss  amod],burden,0,0,0,56
tax1,0,0,[det  amod  amod  acl:relcl  nmod],burden,0,0,0,56
taxation1,0,0,[det  nmod],burden,0,0,0,56
educational_debt1,0,0,[det  amod  nmod],load,0,of,physician,56
governments1,0,governments1,[mark  dobj  nmod],pressure,0,for,change,56
government1,0,0,[det  nmod],burden,0,0,0,56
code1,family,0,[advmod  advcl  nsubjpass  aux  auxpass  nmod],burdened,0,0,0,56
property_tax1,0,0,[det  amod],burden,0,property_tax1,burden,56
democracy1,democracy1,pressure,[advmod  nsubj  dobj  nmod  advcl],reduced,0,on,bank,56
government1,0,0,[case  det  amod  nmod],burden,0,of,government1,56
property_tax1,0,0,[det  amod  compound  compound  amod  nmod],burden,0,0,0,56
tax1,0,0,[det  compound  nmod],burden,0,in,nation,56
taxation1,0,0,[case  nmod:poss  amod  cc  conj],burden,0,taxation1,burden,56
tax1,0,0,[case  det  amod],burden,0,tax1,burden,56
educational_debt1,0,0,[det  amod  nmod],load,0,0,0,56
code1,family,0,[advmod  advcl  nsubjpass  aux  auxpass  nmod],burdened,0,long,burdened,56
Gun_control1,Gun_control1,citizen,[nsubj  dobj],burden,0,0,0,56
government1,0,0,[case  det  amod  nmod],burden,0,heavy,burden,56
educational_debt1,0,0,[det  amod  nmod],load,0,educational_debt1,load,56
government1,government1,acreage,[nmod  nsubj  dobj],reduced,0,in,2002,56
taxes1,taxes1,0,[nsubj  cop  advmod],light,0,0,0,56
firearms1,0,0,[mark  nmod  nmod],come,0,due,firearms1,56
property_tax1,0,0,[det  amod  compound  compound  amod  nmod],burden,0,total,burden,56
tax1,0,0,[nmod:poss  amod],burden,0,'s,state,56
government1,government1,acreage,[nmod  nsubj  dobj],reduced,0,0,0,56
the_administration1,the_administration1,load,[mark  nsubj  dobj  nmod  nmod],reduced,0,0,0,56
regulation1,regulation1,trade,[advmod  nsubj  aux  neg  dobj  nmod  cc  conj],uniquely,0,of,trade,56
tax1,0,0,[det  amod  amod  acl:relcl  nmod],burden,0,tax1,burden,56
government1,0,0,[det  nmod],burden,0,of,government1,56
income_tax1,0,0,[det  amod  nmod],burden,0,0,0,56
poverty1,He,0,[nsubjpass  auxpass  nmod  cc  conj],crushed,0,0,0,56
tax1,0,0,[det  compound  nmod],burden,0,0,0,56
administrative1,0,0,[amod  amod],burden,0,0,0,56
taxes1,taxes1,0,[mark  nsubj  advmod],are,0,0,0,56
regulation1,regulation1,trade,[advmod  nsubj  aux  neg  dobj  nmod  cc  conj],uniquely,0,0,0,56
governments1,0,governments1,[mark  dobj  nmod],pressure,0,0,0,56
regulation1,regulation1,trade,[advmod  nsubj  aux  neg  dobj  nmod  cc  conj],uniquely,0,to,trade,56
the_administration1,the_administration1,load,[mark  nsubj  dobj  nmod  nmod],reduced,0,to,hour,56
the_administration1,the_administration1,load,[mark  nsubj  dobj  nmod  nmod],reduced,0,from,twenty-one,56
democracy1,democracy1,pressure,[advmod  nsubj  dobj  nmod  advcl],reduced,0,0,0,56
gun_control1,0,0,[det  nmod],burden,0,of,gun_control1,56
firearms1,0,0,[mark  nmod  nmod],come,0,to,office,56
gun_control1,0,0,[det  nmod],burden,0,0,0,56
Tax1,0,0,[det  amod],load,0,Tax1,load,56
regulation1,0,0,[det  nmod],deadweight,0,0,0,56
tax1,0,0,[case  det  amod],burden,0,0,0,56
government1,0,0,[nmod:poss  acl:relcl],relief,0,'s,government1,56
tax1,0,0,[nmod:poss  amod],burden,0,tax1,burden,56
tax1,0,0,[case  det  nmod],imposition,0,0,0,56
tax1,0,0,[case  det  nmod],imposition,0,of,tax1,56
tax1,0,0,[case  det  amod],burden,0,tax1,burden,56
taxation1,taxation1,economy,[aux  nsubj  dobj],hurt,0,0,0,56
Tax1,Tax1,best,[nsubj  dobj],work,0,0,0,57
tariff1,0,0,[det  case  amod  amod  nmod],function,0,tariff1,function,57
tariff1,0,0,[det  case  amod  amod  nmod],function,0,complex,function,57
tariff1,0,0,[det  case  amod  amod  nmod],function,0,such,time-of-use,57
gun_rights1,0,gun_rights1,[mark  dobj],regulate,0,0,0,57
gun1,0,0,[det  acl:relcl  det  nummod  compound  cc  conj  det  nummod  amod],limit,0,gun1,limit,57
pre-money1,0,0,[case  det  amod],system,0,0,0,57
Tariff1,0,0,[case  det  compound  compound],system,0,0,0,57
self-government1,0,0,[det  amod  amod  advmod  dep  appos  appos  appos],system,0,local,system,57
self-government1,0,0,[det  amod  amod  advmod  dep  appos  appos  appos],system,0,self-government1,system,57
democracy1,0,0,[amod],work,0,democracy1,work,57
property_taxes1,0,0,[det  amod  nmod],system,0,entire,system,57
democracy1,0,0,[case  det  amod],engine,0,0,0,57
property_taxes1,0,0,[det  amod  nmod],system,0,of,property_taxes1,57
tax1,0,0,[case  det  amod  amod  nmod],generator,0,tax1,generator,57
